region,year,EV_sales,sales_share,EV_stock,stock_share
Poland,2010,8.0,0.0048000002279877,,
Poland,2011,43.0,0.0140000004321336,,
Poland,2012,24.0,0.0170000009238719,,
Poland,2013,18.5,0.0130000002682209,,
Poland,2014,100.5,0.061999998986721,,
Poland,2015,110.0,0.0610000006854534,2500.0,0.0120000001043081
Poland,2016,255.0,0.1199999973177909,2600.0,0.0170000009238719
Poland,2017,540.0,0.2199999988079071,1557.0,0.0140000004321336
Poland,2018,460.3333333333333,0.2599999904632568,1864.0,0.0209999997168779
Poland,2019,1350.0,0.4900000095367431,2878.0,0.0469999983906745
Poland,2020,4100.0,1.899999976158142,5909.333333333333,0.0949999988079071
Poland,2021,5459.333333333333,3.5999999046325684,12363.666666666666,0.1899999976158142
Poland,2022,8348.666666666666,6.0,20376.666666666668,0.3100000023841858
Poland,2023,10027.666666666666,6.599999904632568,33070.0,0.4900000095367431
Portugal,2010,13.0,0.0057999999262392,720.0,0.0149999996647238
Portugal,2011,86.0,0.1099999994039535,910.0,0.0189999993890523
Portugal,2012,42.0,0.0879999995231628,960.0,0.0230000000447034
Portugal,2013,92.5,0.1700000017881393,568.5,0.0270000007003545
Portugal,2014,144.0,0.2000000029802322,673.0,0.0289999991655349
Portugal,2015,550.0,0.6200000047683716,1265.0,0.0529999993741512
Portugal,2016,900.0,0.8700000047683716,2200.0,0.0930000022053718
Portugal,2017,2200.0,2.0,4400.0,0.1899999976158142
Portugal,2018,4100.0,3.5999999046325684,8350.0,0.3600000143051147
Portugal,2019,6300.0,5.599999904632568,15000.0,0.6200000047683716
Portugal,2020,9900.0,13.0,24500.0,1.100000023841858
Portugal,2021,9667.0,20.0,26001.0,1.7000000476837158
Portugal,2022,17000.0,22.0,37001.0,2.5
Portugal,2023,21000.666666666668,32.0,58334.333333333336,3.900000095367432
Rest of the world,2011,42.0,0.0003199999919161,240.0,0.0001900000061141
Rest of the world,2012,224.0,0.0035999999381601,299.0,0.0004299999854993
Rest of the world,2013,105.5,0.001700000022538,399.0,0.0005499999970197
Rest of the world,2014,275.0,0.0043000001460313,685.0,0.00089999998454
Rest of the world,2015,2150.0,0.0379999987781047,3150.0,0.0040000001899898
Rest of the world,2016,790.0,0.0160000007599592,3850.0,0.0048000002279877
Rest of the world,2017,1235.0,0.0230000000447034,4950.0,0.006000000052154
Rest of the world,2018,2000.0,0.0370000004768371,6850.0,0.0082000000402331
Rest of the world,2019,4000.0,0.0820000022649765,10800.0,0.0130000002682209
